#
# Copyright © 2026-2026 Unicode, Inc.
# For terms of use, see https://www.unicode.org/terms_of_use.html
#
# Format: type;rule name;number;expected result
# type: spell=SpelloutRules, digits=OrdinalRules, number=NumberingSystemRules
# rule name: empty for the default ruleset
#
spell;%spellout-ordinal-neuter;6000;εξάκις χιλιοστό
spell;%spellout-ordinal-neuter;6001;εξάκις χιλιοστό πρώτο
spell;%spellout-ordinal-neuter;6999;εξάκις χιλιοστό εννεακοσιοστό εννενηκοστό ένατο
spell;%spellout-ordinal-neuter;7000;επτάκις χιλιοστό
spell;%spellout-ordinal-neuter;7001;επτάκις χιλιοστό πρώτο
spell;%spellout-ordinal-neuter;7999;επτάκις χιλιοστό εννεακοσιοστό εννενηκοστό ένατο
spell;%spellout-ordinal-neuter;8000;οκτάκις χιλιοστό
spell;%spellout-ordinal-neuter;8001;οκτάκις χιλιοστό πρώτο
spell;%spellout-ordinal-neuter;8999;οκτάκις χιλιοστό εννεακοσιοστό εννενηκοστό ένατο
spell;%spellout-ordinal-neuter;9000;εννεάκις χιλιοστό
spell;%spellout-ordinal-neuter;9001;εννεάκις χιλιοστό πρώτο
spell;%spellout-ordinal-neuter;9999;εννεάκις χιλιοστό εννεακοσιοστό εννενηκοστό ένατο
spell;%spellout-ordinal-neuter;10000;δεκάκις χιλιοστό
spell;%spellout-ordinal-neuter;10001;δεκάκις χιλιοστό πρώτο
spell;%spellout-ordinal-neuter;10999;δεκάκις χιλιοστό εννεακοσιοστό εννενηκοστό ένατο
spell;%spellout-ordinal-neuter;11000;έντεκα χιλιοστό
spell;%spellout-ordinal-neuter;11001;έντεκα χιλιοστό πρώτο
spell;%spellout-ordinal-neuter;999999;εννιακόσια εννενήντα εννέα χιλιοστό εννεακοσιοστό εννενηκοστό ένατο
spell;%spellout-ordinal-neuter;1000000;ένα εκατομμυριοστό
spell;%spellout-ordinal-neuter;1000001;ένα εκατομμυριοστό πρώτο
spell;%spellout-ordinal-neuter;999999999;εννιακόσια εννενήντα εννέα εκατομμυριοστό εννιακόσια εννενήντα εννέα χιλιοστό εννεακοσιοστό εννενηκοστό ένατο
spell;%spellout-ordinal-neuter;1000000000;ένα δισεκατομμυριοστό
spell;%spellout-ordinal-neuter;1000000001;ένα δισεκατομμυριοστό πρώτο
spell;%spellout-ordinal-neuter;999999999999;εννιακόσια εννενήντα εννέα δισεκατομμυριοστό εννιακόσια εννενήντα εννέα εκατομμυριοστό εννιακόσια εννενήντα εννέα χιλιοστό εννεακοσιοστό εννενηκοστό ένατο
spell;%spellout-ordinal-neuter;1000000000000;ένα τρισεκατομμυριοστό
spell;%spellout-ordinal-neuter;1000000000001;ένα τρισεκατομμυριοστό πρώτο
