child	parent
http://www.wikidata.org/entity/Q61676882	http://www.wikidata.org/entity/Q33942
http://www.wikidata.org/entity/Q63257867	http://www.wikidata.org/entity/Q33942
http://www.wikidata.org/entity/Q63313740	http://www.wikidata.org/entity/Q33942
http://www.wikidata.org/entity/Q63339969	http://www.wikidata.org/entity/Q33942
http://www.wikidata.org/entity/Q34850	http://www.wikidata.org/entity/Q33932
http://www.wikidata.org/entity/Q35465	http://www.wikidata.org/entity/Q33942
http://www.wikidata.org/entity/Q36038	http://www.wikidata.org/entity/Q33932
http://www.wikidata.org/entity/Q36439	http://www.wikidata.org/entity/Q33932
http://www.wikidata.org/entity/Q56543	http://www.wikidata.org/entity/Q33942
http://www.wikidata.org/entity/Q681495	http://www.wikidata.org/entity/Q33253
http://www.wikidata.org/entity/Q806992	http://www.wikidata.org/entity/Q33253
http://www.wikidata.org/entity/Q895194	http://www.wikidata.org/entity/Q33260
http://www.wikidata.org/entity/Q974196	http://www.wikidata.org/entity/Q33253
http://www.wikidata.org/entity/Q1133089	http://www.wikidata.org/entity/Q33260
http://www.wikidata.org/entity/Q1141096	http://www.wikidata.org/entity/Q33253
http://www.wikidata.org/entity/Q1182733	http://www.wikidata.org/entity/Q33253
http://www.wikidata.org/entity/Q1185127	http://www.wikidata.org/entity/Q33260
http://www.wikidata.org/entity/Q1267471	http://www.wikidata.org/entity/Q33253
http://www.wikidata.org/entity/Q1363072	http://www.wikidata.org/entity/Q33260
http://www.wikidata.org/entity/Q1429100	http://www.wikidata.org/entity/Q33253
http://www.wikidata.org/entity/Q1429143	http://www.wikidata.org/entity/Q33253
http://www.wikidata.org/entity/Q1711622	http://www.wikidata.org/entity/Q33253
http://www.wikidata.org/entity/Q2606172	http://www.wikidata.org/entity/Q33255
http://www.wikidata.org/entity/Q2606732	http://www.wikidata.org/entity/Q33255
http://www.wikidata.org/entity/Q3030315	http://www.wikidata.org/entity/Q33311
http://www.wikidata.org/entity/Q3033314	http://www.wikidata.org/entity/Q33311
http://www.wikidata.org/entity/Q3130374	http://www.wikidata.org/entity/Q33311
http://www.wikidata.org/entity/Q3138829	http://www.wikidata.org/entity/Q33322
http://www.wikidata.org/entity/Q3138832	http://www.wikidata.org/entity/Q33322
http://www.wikidata.org/entity/Q3286037	http://www.wikidata.org/entity/Q33311
http://www.wikidata.org/entity/Q3307894	http://www.wikidata.org/entity/Q33322
http://www.wikidata.org/entity/Q3307895	http://www.wikidata.org/entity/Q33322
http://www.wikidata.org/entity/Q3307897	http://www.wikidata.org/entity/Q33322
http://www.wikidata.org/entity/Q3393634	http://www.wikidata.org/entity/Q33311
http://www.wikidata.org/entity/Q3446632	http://www.wikidata.org/entity/Q33253
http://www.wikidata.org/entity/Q3514851	http://www.wikidata.org/entity/Q33311
http://www.wikidata.org/entity/Q3914459	http://www.wikidata.org/entity/Q33253
http://www.wikidata.org/entity/Q4901287	http://www.wikidata.org/entity/Q33311
http://www.wikidata.org/entity/Q6933447	http://www.wikidata.org/entity/Q33311
http://www.wikidata.org/entity/Q9040772	http://www.wikidata.org/entity/Q33322
http://www.wikidata.org/entity/Q12952433	http://www.wikidata.org/entity/Q33311
http://www.wikidata.org/entity/Q14916908	http://www.wikidata.org/entity/Q33311
http://www.wikidata.org/entity/Q16110967	http://www.wikidata.org/entity/Q33311
http://www.wikidata.org/entity/Q16112843	http://www.wikidata.org/entity/Q33311
http://www.wikidata.org/entity/Q16628193	http://www.wikidata.org/entity/Q33260
http://www.wikidata.org/entity/Q16909196	http://www.wikidata.org/entity/Q33253
http://www.wikidata.org/entity/Q53768900	http://www.wikidata.org/entity/Q33253
http://www.wikidata.org/entity/Q60785085	http://www.wikidata.org/entity/Q33311
http://www.wikidata.org/entity/Q68000611	http://www.wikidata.org/entity/Q33311
http://www.wikidata.org/entity/Q68002317	http://www.wikidata.org/entity/Q33311
http://www.wikidata.org/entity/Q8097	http://www.wikidata.org/entity/Q33311
http://www.wikidata.org/entity/Q13198	http://www.wikidata.org/entity/Q33260
http://www.wikidata.org/entity/Q13275	http://www.wikidata.org/entity/Q33248
http://www.wikidata.org/entity/Q13275	http://www.wikidata.org/entity/Q7559163
http://www.wikidata.org/entity/Q27811	http://www.wikidata.org/entity/Q33248
http://www.wikidata.org/entity/Q33025	http://www.wikidata.org/entity/Q33248
http://www.wikidata.org/entity/Q33491	http://www.wikidata.org/entity/Q33260
http://www.wikidata.org/entity/Q33492	http://www.wikidata.org/entity/Q33311
http://www.wikidata.org/entity/Q33492	http://www.wikidata.org/entity/Q68002822
http://www.wikidata.org/entity/Q33595	http://www.wikidata.org/entity/Q33248
http://www.wikidata.org/entity/Q33661	http://www.wikidata.org/entity/Q33260
http://www.wikidata.org/entity/Q33786	http://www.wikidata.org/entity/Q33248
http://www.wikidata.org/entity/Q33864	http://www.wikidata.org/entity/Q33248
http://www.wikidata.org/entity/Q33864	http://www.wikidata.org/entity/Q6429833
http://www.wikidata.org/entity/Q34015	http://www.wikidata.org/entity/Q33260
http://www.wikidata.org/entity/Q34722	http://www.wikidata.org/entity/Q33260
http://www.wikidata.org/entity/Q34999	http://www.wikidata.org/entity/Q33248
http://www.wikidata.org/entity/Q35022	http://www.wikidata.org/entity/Q33260
http://www.wikidata.org/entity/Q35143	http://www.wikidata.org/entity/Q33248
http://www.wikidata.org/entity/Q35403	http://www.wikidata.org/entity/Q33253
http://www.wikidata.org/entity/Q36152	http://www.wikidata.org/entity/Q33248
http://www.wikidata.org/entity/Q36152	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q36236	http://www.wikidata.org/entity/Q33311
http://www.wikidata.org/entity/Q36236	http://www.wikidata.org/entity/Q6741581
http://www.wikidata.org/entity/Q36616	http://www.wikidata.org/entity/Q33260
http://www.wikidata.org/entity/Q36657	http://www.wikidata.org/entity/Q33260
http://www.wikidata.org/entity/Q56525	http://www.wikidata.org/entity/Q33248
http://www.wikidata.org/entity/Q56568	http://www.wikidata.org/entity/Q33248
http://www.wikidata.org/entity/Q56569	http://www.wikidata.org/entity/Q33248
http://www.wikidata.org/entity/Q56767	http://www.wikidata.org/entity/Q33311
http://www.wikidata.org/entity/Q56780	http://www.wikidata.org/entity/Q33248
http://www.wikidata.org/entity/Q56883	http://www.wikidata.org/entity/Q33248
http://www.wikidata.org/entity/Q161804	http://www.wikidata.org/entity/Q33514
http://www.wikidata.org/entity/Q33527	http://www.wikidata.org/entity/Q33514
http://www.wikidata.org/entity/Q33577	http://www.wikidata.org/entity/Q33514
http://www.wikidata.org/entity/Q33577	http://www.wikidata.org/entity/Q15609389
http://www.wikidata.org/entity/Q72695	http://www.wikidata.org/entity/Q34171
http://www.wikidata.org/entity/Q79890	http://www.wikidata.org/entity/Q34113
http://www.wikidata.org/entity/Q668284	http://www.wikidata.org/entity/Q34177
http://www.wikidata.org/entity/Q668284	http://www.wikidata.org/entity/Q33430
http://www.wikidata.org/entity/Q1022087	http://www.wikidata.org/entity/Q34171
http://www.wikidata.org/entity/Q1023648	http://www.wikidata.org/entity/Q34171
http://www.wikidata.org/entity/Q1287469	http://www.wikidata.org/entity/Q34177
http://www.wikidata.org/entity/Q2475478	http://www.wikidata.org/entity/Q34171
http://www.wikidata.org/entity/Q2511476	http://www.wikidata.org/entity/Q34171
http://www.wikidata.org/entity/Q3436700	http://www.wikidata.org/entity/Q34171
http://www.wikidata.org/entity/Q3516641	http://www.wikidata.org/entity/Q34164
http://www.wikidata.org/entity/Q3572191	http://www.wikidata.org/entity/Q34171
http://www.wikidata.org/entity/Q3915665	http://www.wikidata.org/entity/Q34171
http://www.wikidata.org/entity/Q4334657	http://www.wikidata.org/entity/Q34164
http://www.wikidata.org/entity/Q4426876	http://www.wikidata.org/entity/Q34113
http://www.wikidata.org/entity/Q4439353	http://www.wikidata.org/entity/Q34171
http://www.wikidata.org/entity/Q4921933	http://www.wikidata.org/entity/Q34171
http://www.wikidata.org/entity/Q6371041	http://www.wikidata.org/entity/Q34165
http://www.wikidata.org/entity/Q6401919	http://www.wikidata.org/entity/Q34165
http://www.wikidata.org/entity/Q7251862	http://www.wikidata.org/entity/Q34113
http://www.wikidata.org/entity/Q7299461	http://www.wikidata.org/entity/Q34165
http://www.wikidata.org/entity/Q12953183	http://www.wikidata.org/entity/Q34165
http://www.wikidata.org/entity/Q12953921	http://www.wikidata.org/entity/Q34171
http://www.wikidata.org/entity/Q12954012	http://www.wikidata.org/entity/Q34171
http://www.wikidata.org/entity/Q13848149	http://www.wikidata.org/entity/Q34171
http://www.wikidata.org/entity/Q20085721	http://www.wikidata.org/entity/Q34134
http://www.wikidata.org/entity/Q24088321	http://www.wikidata.org/entity/Q34134
http://www.wikidata.org/entity/Q30945764	http://www.wikidata.org/entity/Q34171
http://www.wikidata.org/entity/Q45242758	http://www.wikidata.org/entity/Q34171
http://www.wikidata.org/entity/Q47092615	http://www.wikidata.org/entity/Q34165
http://www.wikidata.org/entity/Q54312860	http://www.wikidata.org/entity/Q34165
http://www.wikidata.org/entity/Q9072	http://www.wikidata.org/entity/Q34113
http://www.wikidata.org/entity/Q9072	http://www.wikidata.org/entity/Q33328
http://www.wikidata.org/entity/Q9211	http://www.wikidata.org/entity/Q34171
http://www.wikidata.org/entity/Q9217	http://www.wikidata.org/entity/Q34171
http://www.wikidata.org/entity/Q13216	http://www.wikidata.org/entity/Q34171
http://www.wikidata.org/entity/Q33417	http://www.wikidata.org/entity/Q34171
http://www.wikidata.org/entity/Q35363	http://www.wikidata.org/entity/Q34177
http://www.wikidata.org/entity/Q36508	http://www.wikidata.org/entity/Q34113
http://www.wikidata.org/entity/Q36948	http://www.wikidata.org/entity/Q34171
http://www.wikidata.org/entity/Q56319	http://www.wikidata.org/entity/Q34164
http://www.wikidata.org/entity/Q56508	http://www.wikidata.org/entity/Q34171
http://www.wikidata.org/entity/Q56545	http://www.wikidata.org/entity/Q34164
http://www.wikidata.org/entity/Q3331271	http://www.wikidata.org/entity/Q29507
http://www.wikidata.org/entity/Q3573519	http://www.wikidata.org/entity/Q29507
http://www.wikidata.org/entity/Q8197322	http://www.wikidata.org/entity/Q29507
http://www.wikidata.org/entity/Q11054266	http://www.wikidata.org/entity/Q29507
http://www.wikidata.org/entity/Q13146763	http://www.wikidata.org/entity/Q29507
http://www.wikidata.org/entity/Q13146764	http://www.wikidata.org/entity/Q29507
http://www.wikidata.org/entity/Q13146765	http://www.wikidata.org/entity/Q29507
http://www.wikidata.org/entity/Q13147159	http://www.wikidata.org/entity/Q29507
http://www.wikidata.org/entity/Q13147250	http://www.wikidata.org/entity/Q29507
http://www.wikidata.org/entity/Q20614593	http://www.wikidata.org/entity/Q29507
http://www.wikidata.org/entity/Q20614633	http://www.wikidata.org/entity/Q29507
http://www.wikidata.org/entity/Q487696	http://www.wikidata.org/entity/Q29540
http://www.wikidata.org/entity/Q682136	http://www.wikidata.org/entity/Q29540
http://www.wikidata.org/entity/Q2457464	http://www.wikidata.org/entity/Q29540
http://www.wikidata.org/entity/Q3195674	http://www.wikidata.org/entity/Q29540
http://www.wikidata.org/entity/Q3785245	http://www.wikidata.org/entity/Q29921
http://www.wikidata.org/entity/Q4126517	http://www.wikidata.org/entity/Q29921
http://www.wikidata.org/entity/Q25559411	http://www.wikidata.org/entity/Q29942
http://www.wikidata.org/entity/Q30249597	http://www.wikidata.org/entity/Q29942
http://www.wikidata.org/entity/Q30771931	http://www.wikidata.org/entity/Q29960
http://www.wikidata.org/entity/Q27990	http://www.wikidata.org/entity/Q29921
http://www.wikidata.org/entity/Q788423	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q799784	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q806477	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q809739	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q997484	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q1346910	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q1436372	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q1530394	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q1544598	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q1845148	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q2422065	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q2429648	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q2872082	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q2909984	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q3065432	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q3081996	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q3123524	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q3196953	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q3272630	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q3358211	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q3437616	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q3447440	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q3450590	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q3740241	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q4121200	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q4997686	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q5060426	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q5640338	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q5972819	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q5984065	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q5996885	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q6429214	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q6740513	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q6799593	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q6799604	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q6799710	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q6799817	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q6944725	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q6983725	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q7021937	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q7022366	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q7042633	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q7057832	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q7059968	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q7070879	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q7070921	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q7193332	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q7377947	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q7378902	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q7630687	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q7695332	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q8047027	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q8053347	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q8072460	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q10962298	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q11030947	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q11110766	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q11165235	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q11732264	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q11732610	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q11732803	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q12628809	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q12628812	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q16111002	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q16116208	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q25405179	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q47495733	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q63283693	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q7838	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q7838	http://www.wikidata.org/entity/Q2209395
http://www.wikidata.org/entity/Q32704	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q33016	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q33273	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q33583	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q33583	http://www.wikidata.org/entity/Q3217514
http://www.wikidata.org/entity/Q33597	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q33607	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q33628	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q34098	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q34806	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q34853	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q34860	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q34950	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q35084	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q35180	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q35202	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q35319	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q35319	http://www.wikidata.org/entity/Q1755498
http://www.wikidata.org/entity/Q35624	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q35683	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q35756	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q35806	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q35816	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q35832	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q35924	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q36035	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q36428	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q36606	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q36609	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q36902	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q36953	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q36983	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q37010	http://www.wikidata.org/entity/Q33146
http://www.wikidata.org/entity/Q3565510	http://www.wikidata.org/entity/Q34024
http://www.wikidata.org/entity/Q3565510	http://www.wikidata.org/entity/Q34219
http://www.wikidata.org/entity/Q6737786	http://www.wikidata.org/entity/Q34035
http://www.wikidata.org/entity/Q9097686	http://www.wikidata.org/entity/Q34004
http://www.wikidata.org/entity/Q12953890	http://www.wikidata.org/entity/Q34035
http://www.wikidata.org/entity/Q12953920	http://www.wikidata.org/entity/Q34035
http://www.wikidata.org/entity/Q20983638	http://www.wikidata.org/entity/Q34035
http://www.wikidata.org/entity/Q22083804	http://www.wikidata.org/entity/Q34035
http://www.wikidata.org/entity/Q22083815	http://www.wikidata.org/entity/Q34035
http://www.wikidata.org/entity/Q22083822	http://www.wikidata.org/entity/Q34035
http://www.wikidata.org/entity/Q22083826	http://www.wikidata.org/entity/Q34035
http://www.wikidata.org/entity/Q30304565	http://www.wikidata.org/entity/Q34008
http://www.wikidata.org/entity/Q30304639	http://www.wikidata.org/entity/Q34008
http://www.wikidata.org/entity/Q30311774	http://www.wikidata.org/entity/Q34008
http://www.wikidata.org/entity/Q34301500	http://www.wikidata.org/entity/Q34024
http://www.wikidata.org/entity/Q34317430	http://www.wikidata.org/entity/Q34024
http://www.wikidata.org/entity/Q34317670	http://www.wikidata.org/entity/Q34024
http://www.wikidata.org/entity/Q34317759	http://www.wikidata.org/entity/Q34024
http://www.wikidata.org/entity/Q34317890	http://www.wikidata.org/entity/Q34024
http://www.wikidata.org/entity/Q34318074	http://www.wikidata.org/entity/Q34024
http://www.wikidata.org/entity/Q34318208	http://www.wikidata.org/entity/Q34024
http://www.wikidata.org/entity/Q34318440	http://www.wikidata.org/entity/Q34024
http://www.wikidata.org/entity/Q34318652	http://www.wikidata.org/entity/Q34024
http://www.wikidata.org/entity/Q56197450	http://www.wikidata.org/entity/Q34002
http://www.wikidata.org/entity/Q56197451	http://www.wikidata.org/entity/Q34002
http://www.wikidata.org/entity/Q56197455	http://www.wikidata.org/entity/Q34002
http://www.wikidata.org/entity/Q56197452	http://www.wikidata.org/entity/Q34002
http://www.wikidata.org/entity/Q56197453	http://www.wikidata.org/entity/Q34002
http://www.wikidata.org/entity/Q33796	http://www.wikidata.org/entity/Q34014
http://www.wikidata.org/entity/Q2089984	http://www.wikidata.org/entity/Q34018
http://www.wikidata.org/entity/Q3031400	http://www.wikidata.org/entity/Q34018
http://www.wikidata.org/entity/Q3217366	http://www.wikidata.org/entity/Q34018
http://www.wikidata.org/entity/Q3217374	http://www.wikidata.org/entity/Q34018
http://www.wikidata.org/entity/Q3217383	http://www.wikidata.org/entity/Q34018
http://www.wikidata.org/entity/Q3217449	http://www.wikidata.org/entity/Q34018
http://www.wikidata.org/entity/Q3217453	http://www.wikidata.org/entity/Q34018
http://www.wikidata.org/entity/Q3217463	http://www.wikidata.org/entity/Q34018
http://www.wikidata.org/entity/Q3217484	http://www.wikidata.org/entity/Q34018
http://www.wikidata.org/entity/Q3217502	http://www.wikidata.org/entity/Q34018
http://www.wikidata.org/entity/Q3512263	http://www.wikidata.org/entity/Q34018
http://www.wikidata.org/entity/Q4748974	http://www.wikidata.org/entity/Q34018
http://www.wikidata.org/entity/Q5314113	http://www.wikidata.org/entity/Q34018
http://www.wikidata.org/entity/Q5328752	http://www.wikidata.org/entity/Q34018
http://www.wikidata.org/entity/Q5577428	http://www.wikidata.org/entity/Q34018
http://www.wikidata.org/entity/Q5577428	http://www.wikidata.org/entity/Q236425
http://www.wikidata.org/entity/Q6034783	http://www.wikidata.org/entity/Q34018
http://www.wikidata.org/entity/Q6034783	http://www.wikidata.org/entity/Q55603991
http://www.wikidata.org/entity/Q6810515	http://www.wikidata.org/entity/Q34018
http://www.wikidata.org/entity/Q7566330	http://www.wikidata.org/entity/Q34018
http://www.wikidata.org/entity/Q7569376	http://www.wikidata.org/entity/Q34018
http://www.wikidata.org/entity/Q7809225	http://www.wikidata.org/entity/Q34018
http://www.wikidata.org/entity/Q7971078	http://www.wikidata.org/entity/Q34018
http://www.wikidata.org/entity/Q7983230	http://www.wikidata.org/entity/Q34018
http://www.wikidata.org/entity/Q11154240	http://www.wikidata.org/entity/Q34018
http://www.wikidata.org/entity/Q11217556	http://www.wikidata.org/entity/Q34018
http://www.wikidata.org/entity/Q12626916	http://www.wikidata.org/entity/Q34018
http://www.wikidata.org/entity/Q12907009	http://www.wikidata.org/entity/Q34030
http://www.wikidata.org/entity/Q16590002	http://www.wikidata.org/entity/Q34018
http://www.wikidata.org/entity/Q16977672	http://www.wikidata.org/entity/Q34018
http://www.wikidata.org/entity/Q20669419	http://www.wikidata.org/entity/Q34005
http://www.wikidata.org/entity/Q8108	http://www.wikidata.org/entity/Q34030
http://www.wikidata.org/entity/Q29942	http://www.wikidata.org/entity/Q34005
http://www.wikidata.org/entity/Q34008	http://www.wikidata.org/entity/Q34005
http://www.wikidata.org/entity/Q34067	http://www.wikidata.org/entity/Q34030
http://www.wikidata.org/entity/Q35737	http://www.wikidata.org/entity/Q34030
http://www.wikidata.org/entity/Q35737	http://www.wikidata.org/entity/Q615948
http://www.wikidata.org/entity/Q35991	http://www.wikidata.org/entity/Q34005
http://www.wikidata.org/entity/Q36452	http://www.wikidata.org/entity/Q34005
http://www.wikidata.org/entity/Q36453	http://www.wikidata.org/entity/Q34005
http://www.wikidata.org/entity/Q36743	http://www.wikidata.org/entity/Q34005
http://www.wikidata.org/entity/Q289832	http://www.wikidata.org/entity/Q32906
http://www.wikidata.org/entity/Q2721227	http://www.wikidata.org/entity/Q33019
http://www.wikidata.org/entity/Q2736980	http://www.wikidata.org/entity/Q33090
http://www.wikidata.org/entity/Q3082027	http://www.wikidata.org/entity/Q33090
http://www.wikidata.org/entity/Q3128376	http://www.wikidata.org/entity/Q33019
http://www.wikidata.org/entity/Q3414203	http://www.wikidata.org/entity/Q33019
http://www.wikidata.org/entity/Q3443734	http://www.wikidata.org/entity/Q33090
http://www.wikidata.org/entity/Q3515103	http://www.wikidata.org/entity/Q32940
http://www.wikidata.org/entity/Q3519243	http://www.wikidata.org/entity/Q33019
http://www.wikidata.org/entity/Q7110049	http://www.wikidata.org/entity/Q32990
http://www.wikidata.org/entity/Q7881740	http://www.wikidata.org/entity/Q32990
http://www.wikidata.org/entity/Q10729616	http://www.wikidata.org/entity/Q33090
http://www.wikidata.org/entity/Q20526610	http://www.wikidata.org/entity/Q33010
http://www.wikidata.org/entity/Q4627	http://www.wikidata.org/entity/Q33010
http://www.wikidata.org/entity/Q32986	http://www.wikidata.org/entity/Q32990
http://www.wikidata.org/entity/Q33443	http://www.wikidata.org/entity/Q33010
http://www.wikidata.org/entity/Q33662	http://www.wikidata.org/entity/Q32906
http://www.wikidata.org/entity/Q33660	http://www.wikidata.org/entity/Q33019
http://www.wikidata.org/entity/Q33930	http://www.wikidata.org/entity/Q33019
http://www.wikidata.org/entity/Q35163	http://www.wikidata.org/entity/Q32906
http://www.wikidata.org/entity/Q35208	http://www.wikidata.org/entity/Q32906
http://www.wikidata.org/entity/Q35685	http://www.wikidata.org/entity/Q32906
http://www.wikidata.org/entity/Q36021	http://www.wikidata.org/entity/Q32906
http://www.wikidata.org/entity/Q36032	http://www.wikidata.org/entity/Q32906
http://www.wikidata.org/entity/Q36170	http://www.wikidata.org/entity/Q32906
http://www.wikidata.org/entity/Q36646	http://www.wikidata.org/entity/Q32906
http://www.wikidata.org/entity/Q56807	http://www.wikidata.org/entity/Q33090
http://www.wikidata.org/entity/Q56846	http://www.wikidata.org/entity/Q33090
http://www.wikidata.org/entity/Q129850	http://www.wikidata.org/entity/Q33527
http://www.wikidata.org/entity/Q391015	http://www.wikidata.org/entity/Q33527
http://www.wikidata.org/entity/Q579137	http://www.wikidata.org/entity/Q33406
http://www.wikidata.org/entity/Q721007	http://www.wikidata.org/entity/Q33536
http://www.wikidata.org/entity/Q977808	http://www.wikidata.org/entity/Q33985
http://www.wikidata.org/entity/Q1108934	http://www.wikidata.org/entity/Q33322
http://www.wikidata.org/entity/Q1157178	http://www.wikidata.org/entity/Q33536
http://www.wikidata.org/entity/Q1288332	http://www.wikidata.org/entity/Q33406
http://www.wikidata.org/entity/Q1288332	http://www.wikidata.org/entity/Q51739
http://www.wikidata.org/entity/Q1288420	http://www.wikidata.org/entity/Q33406
http://www.wikidata.org/entity/Q1288420	http://www.wikidata.org/entity/Q51739
